state,date,cum_cases,cum_deaths
Illinois,2020-04-08,15078,464
Louisiana,2020-04-08,17030,652
Minnesota,2020-04-08,3462,51
Mississippi,2020-04-08,2003,67
New Jersey,2020-04-08,47437,1504
Kentucky,2020-04-09,1525,84
Wisconsin,2020-04-09,2885,116
District of Columbia,2020-04-10,1660,38
Michigan,2020-04-10,22646,1280
Pennsylvania,2020-04-10,20128,435
Nebraska,2020-04-11,718,18
New Jersey,2020-04-11,58151,2183
New Mexico,2020-04-11,1174,20
South Dakota,2020-04-11,626,6
Alabama,2020-04-12,3583,93
North Carolina,2020-04-12,4520,86
Puerto Rico,2020-04-12,1794,96
Pennsylvania,2020-04-13,24295,563
District of Columbia,2020-04-14,2058,67
Tennessee,2020-04-14,11308,408
Vermont,2020-04-14,752,28
Florida,2020-04-15,22526,613
Ohio,2020-04-15,7791,361
Texas,2020-04-15,16106,395
Florida,2020-04-16,23332,667
Puerto Rico,2020-04-16,1043,56
California,2020-04-17,29398,1050
Maryland,2020-04-17,11641,494
Montana,2020-04-18,852,12
Vermont,2020-04-18,2409,64
Arizona,2020-04-19,4929,188
California,2020-04-19,31544,1176
Hawaii,2020-04-19,574,10
Nevada,2020-04-19,3710,158
Vermont,2020-04-19,812,36
District of Columbia,2020-04-20,2927,105
Iowa,2020-04-20,3175,79
Kansas,2020-04-20,2029,101
New York,2020-04-20,251608,18412
Puerto Rico,2020-04-20,1252,42
South Dakota,2020-04-20,1685,7
Wisconsin,2020-04-20,8998,276
Arkansas,2020-04-21,2262,43
Texas,2020-04-21,20949,552
Utah,2020-04-21,3301,32
Florida,2020-04-22,28301,926
Nevada,2020-04-22,4081,187
Texas,2020-04-22,21769,571
Illinois,2020-04-23,36935,1696
Virginia,2020-04-23,10999,375
Alabama,2020-04-24,6026,209
Florida,2020-04-24,30525,1045
Michigan,2020-04-24,73254,5713
Virginia,2020-04-24,11595,413
Washington,2020-04-24,13197,731
Colorado,2020-04-25,12967,670
Montana,2020-04-25,445,14
Washington,2020-04-25,13565,743
Illinois,2020-04-26,43903,1943
Oregon,2020-04-26,2311,91
Connecticut,2020-04-27,25997,2012
Hawaii,2020-04-27,600,16
Mississippi,2020-04-27,6094,229
Arizona,2020-04-28,6948,297
Florida,2020-04-28,32838,1170
Louisiana,2020-04-28,27329,1801
Oregon,2020-04-28,2385,99
Virginia,2020-04-28,14338,492
New York,2020-04-29,304994,23287
West Virginia,2020-04-29,1109,40
Indiana,2020-04-30,18099,1114
New Mexico,2020-04-30,3411,123
Ohio,2020-04-30,18027,975
Pennsylvania,2020-04-30,48224,2580
West Virginia,2020-04-30,2250,99
Connecticut,2020-05-01,28764,2339
Missouri,2020-05-01,7840,355
Oregon,2020-05-01,2579,104
New York,2020-05-02,318134,24035
California,2020-05-03,55072,2235
Florida,2020-05-04,36889,1398
Idaho,2020-05-04,2106,64
Massachusetts,2020-05-04,69087,4090
Georgia,2020-05-05,28876,1277
Oklahoma,2020-05-05,4127,247
Oregon,2020-05-05,2839,113
Indiana,2020-05-06,22286,1377
North Carolina,2020-05-06,12783,497
Arizona,2020-05-07,9945,450
Colorado,2020-05-07,18264,942
Georgia,2020-05-07,61048,2979
Kentucky,2020-05-07,6173,302
Wisconsin,2020-05-07,9215,374
California,2020-05-08,64616,2650
Mississippi,2020-05-08,9090,409
New York,2020-05-08,335804,26358
Tennessee,2020-05-08,14276,240
Mississippi,2020-05-09,9378,421
Tennessee,2020-05-09,14675,241
Illinois,2020-05-10,77662,3426
Indiana,2020-05-11,25134,1540
Minnesota,2020-05-12,12493,614
Nebraska,2020-05-12,8732,102
New Hampshire,2020-05-12,3239,142
Ohio,2020-05-12,25257,1436
Arizona,2020-05-14,25348,1123
Florida,2020-05-14,43202,1874
Indiana,2020-05-14,26627,1646
Idaho,2020-05-15,2389,73
Louisiana,2020-05-15,33903,2448
Nebraska,2020-05-16,10220,129
Texas,2020-05-16,47866,1330
Alaska,2020-05-17,396,8
Minnesota,2020-05-17,15677,731
Utah,2020-05-17,7238,80
California,2020-05-18,81943,3322
New York,2020-05-18,356278,28302
South Dakota,2020-05-18,4027,44
Colorado,2020-05-19,22454,1257
Montana,2020-05-19,471,16
Oregon,2020-05-19,3726,140
Idaho,2020-05-20,2506,77
Washington,2020-05-20,20110,1045
Washington,2020-05-21,20280,1054
Kentucky,2020-05-22,8688,398
Oklahoma,2020-05-22,5849,307
Arkansas,2020-05-23,5775,115
Kansas,2020-05-23,9119,200
California,2020-05-24,94743,3790
Florida,2020-05-24,50859,2236
Massachusetts,2020-05-24,92675,6372
Oklahoma,2020-05-24,6037,311
Texas,2020-05-24,56050,1533
Kansas,2020-05-25,9272,201
Alaska,2020-05-27,417,8
Delaware,2020-05-27,9096,344
Georgia,2020-05-27,42713,1904
Hawaii,2020-05-27,634,17
Ohio,2020-05-27,33439,2044
Illinois,2020-05-28,116128,5225
Minnesota,2020-05-28,22957,977
New Hampshire,2020-05-28,4389,232
Georgia,2020-05-29,43888,1953
Minnesota,2020-05-29,23541,1006
New Mexico,2020-05-29,7493,344
New York,2020-05-29,373108,29535
North Dakota,2020-05-29,2523,62
Vermont,2020-05-29,975,55
Arkansas,2020-05-30,7013,133
Florida,2020-05-30,55416,2446
Georgia,2020-05-30,44336,1973
Hawaii,2020-05-30,641,17
Illinois,2020-05-30,119290,5368
Kansas,2020-05-30,19694,732
Minnesota,2020-05-30,24200,1036
New Jersey,2020-05-30,159608,11634
Oregon,2020-05-30,4185,153
Michigan,2020-05-31,57355,5491
Colorado,2020-06-01,26563,1458
South Dakota,2020-06-01,5034,62
Florida,2020-06-02,57439,2529
New York,2020-06-02,377881,29847
Texas,2020-06-02,67966,1732
Kansas,2020-06-03,10281,227
Kentucky,2020-06-03,10485,458
Massachusetts,2020-06-03,101592,7152
New Mexico,2020-06-03,8140,375
New York,2020-06-05,381019,30066
Mississippi,2020-06-06,17034,811
Ohio,2020-06-06,38111,2370
Iowa,2020-06-07,21794,606
South Dakota,2020-06-07,5438,65
Georgia,2020-06-08,49995,2176
Vermont,2020-06-08,1075,55
Washington,2020-06-08,25593,1168
Minnesota,2020-06-09,28534,1228
Ohio,2020-06-09,39162,2421
Texas,2020-06-09,79271,1886
Indiana,2020-06-10,39297,2355
Virginia,2020-06-10,52177,1514
Kansas,2020-06-11,10984,242
Minnesota,2020-06-11,29347,1280
Montana,2020-06-11,563,18
Virginia,2020-06-11,52647,1520
Colorado,2020-06-12,28807,1595
Iowa,2020-06-13,23792,651
Minnesota,2020-06-14,30502,1329
District of Columbia,2020-06-15,9799,515
Missouri,2020-06-15,16712,895
Colorado,2020-06-16,29427,1617
Mississippi,2020-06-16,20152,915
Connecticut,2020-06-17,45429,4219
Minnesota,2020-06-17,31328,1357
New York,2020-06-17,389910,30722
Arizona,2020-06-18,87462,3954
Iowa,2020-06-18,24959,680
Michigan,2020-06-18,66980,6064
Rhode Island,2020-06-18,16269,885
Maryland,2020-06-19,64150,3030
North Dakota,2020-06-19,3232,82
Virginia,2020-06-19,56793,1602
Maine,2020-06-20,2938,102
Oklahoma,2020-06-20,10037,368
Massachusetts,2020-06-21,107061,7857
New York,2020-06-21,392702,30884
North Dakota,2020-06-21,3294,83
Pennsylvania,2020-06-21,86024,6472
Minnesota,2020-06-22,33259,1416
Texas,2020-06-22,119646,2213
District of Columbia,2020-06-23,10094,537
Georgia,2020-06-23,64577,2646
Massachusetts,2020-06-23,107439,7889
North Dakota,2020-06-23,3326,84
Oregon,2020-06-23,7281,192
Nevada,2020-06-24,14460,494
South Dakota,2020-06-24,6419,84
California,2020-02-28,189,3
California,2020-03-07,500,5
New York,2020-03-09,426,1
Georgia,2020-03-14,390,1
Georgia,2020-03-15,194,2
Oregon,2020-03-15,390,5
Massachusetts,2020-03-16,197,0
Massachusetts,2020-03-17,218,0
Washington,2020-03-18,2052,123
Arkansas,2020-03-19,124,0
Michigan,2020-03-20,1644,35
Pennsylvania,2020-03-20,807,6
Virginia,2020-03-21,304,6
California,2020-03-22,3702,129
Indiana,2020-03-22,408,9
Ohio,2020-03-22,351,3
Washington,2020-03-22,3688,169
Minnesota,2020-03-23,705,16
Mississippi,2020-03-23,498,6
Pennsylvania,2020-03-23,2576,43
Arizona,2020-03-25,1608,23
Virginia,2020-03-25,390,9
Arkansas,2020-03-26,350,3
New Jersey,2020-03-26,6876,81
Colorado,2020-03-29,2315,47
Delaware,2020-03-29,232,6
Missouri,2020-03-29,2706,85
Pennsylvania,2020-03-29,3441,40
Maine,2020-03-30,550,9
Montana,2020-03-30,177,4
Nebraska,2020-03-30,185,3
Oregon,2020-03-30,606,16
Louisiana,2020-03-31,10474,528
Mississippi,2020-03-31,1874,64
Kentucky,2020-04-02,1494,47
South Carolina,2020-04-02,1554,31
Indiana,2020-04-03,3455,118
Louisiana,2020-04-03,10299,370
Mississippi,2020-04-03,1358,29
Oregon,2020-04-03,899,22
Arkansas,2020-04-04,1486,35
California,2020-04-04,13796,323
Arkansas,2020-04-05,853,16
Rhode Island,2020-04-05,922,25
Virginia,2020-04-05,5272,144
West Virginia,2020-04-05,324,3
Colorado,2020-04-06,5172,150
Guam,2020-04-07,274,4
Michigan,2020-04-07,37702,1498
Tennessee,2020-04-07,4010,72
Indiana,2020-04-08,5986,246
Kansas,2020-04-08,1055,38
Idaho,2020-04-09,1366,24
Colorado,2020-04-10,6510,253
Virginia,2020-04-11,5076,130
Georgia,2020-04-12,12103,438
Illinois,2020-04-12,20852,727
Iowa,2020-04-13,1710,44
Oregon,2020-04-13,1584,53
Washington,2020-04-13,10547,525
Idaho,2020-04-14,1538,39
Kentucky,2020-04-14,4420,186
Puerto Rico,2020-04-14,923,45
California,2020-04-15,27107,885
Connecticut,2020-04-15,14755,868
Maine,2020-04-15,770,24
Massachusetts,2020-04-15,29918,1108
North Carolina,2020-04-15,5123,128
Pennsylvania,2020-04-15,26804,833
South Carolina,2020-04-15,3656,107
Illinois,2020-04-16,25734,1081
Maine,2020-04-16,1592,33
Maryland,2020-04-16,10851,459
Michigan,2020-04-16,29119,2091
Colorado,2020-04-17,9047,389
Connecticut,2020-04-17,16809,1036
Kentucky,2020-04-17,2522,140
Georgia,2020-04-18,17014,670
Georgia,2020-04-19,17619,682
Oklahoma,2020-04-19,5198,185
Puerto Rico,2020-04-19,1213,41
Florida,2020-04-20,27050,822
Kentucky,2020-04-20,3050,155
Mississippi,2020-04-20,4512,169
Pennsylvania,2020-04-20,34005,1366
Mississippi,2020-04-21,4716,183
South Carolina,2020-04-21,4608,135
Alaska,2020-04-22,333,7
Oregon,2020-04-22,4118,142
Guam,2020-04-23,979,6
New York,2020-04-23,267932,20212
North Dakota,2020-04-23,709,15
Illinois,2020-04-24,39658,1804
Maryland,2020-04-24,16693,798
Missouri,2020-04-25,6826,280
New Mexico,2020-04-25,2662,93
Florida,2020-04-26,31520,1073
Tennessee,2020-04-26,9435,182
District of Columbia,2020-04-28,3994,190
Kentucky,2020-04-28,4375,231
Michigan,2020-04-28,39468,3566
New Mexico,2020-04-28,2975,110
Washington,2020-04-28,14165,792
District of Columbia,2020-04-29,4106,205
Florida,2020-04-29,33185,1216
Kentucky,2020-04-29,4538,235
Pennsylvania,2020-04-29,46191,2392
Nebraska,2020-04-30,4332,70
Oregon,2020-04-30,2510,103
Vermont,2020-04-30,866,48
Idaho,2020-05-01,2035,63
Kentucky,2020-05-01,4879,248
Alabama,2020-05-02,7611,288
Arkansas,2020-05-02,3372,72
Oregon,2020-05-02,2635,109
Rhode Island,2020-05-02,9289,296
Alaska,2020-05-03,366,7
Florida,2020-05-03,36070,1378
Georgia,2020-05-03,27618,1168
Colorado,2020-05-04,16799,849
New York,2020-05-04,324357,24788
North Dakota,2020-05-04,1225,25
Alabama,2020-05-05,8437,315
Kentucky,2020-05-05,5822,278
Minnesota,2020-05-06,8579,485
Mississippi,2020-05-06,8424,374
South Carolina,2020-05-06,6936,305
West Virginia,2020-05-07,1297,51
Nevada,2020-05-08,5942,301
South Carolina,2020-05-08,7367,320
Delaware,2020-05-09,12554,341
Massachusetts,2020-05-09,76743,4840
Utah,2020-05-09,6103,66
Delaware,2020-05-10,6447,224
New York,2020-05-10,340657,26798
North Carolina,2020-05-10,14783,561
Iowa,2020-05-11,12373,271
Oregon,2020-05-11,3286,130
Texas,2020-05-11,40988,1137
Alabama,2020-05-12,20928,895
District of Columbia,2020-05-12,6485,336
Indiana,2020-05-13,26044,1619
Rhode Island,2020-05-13,11835,462
Colorado,2020-05-14,20813,1091
Louisiana,2020-05-14,33555,2417
Ohio,2020-05-14,26363,1534
Oregon,2020-05-14,3479,137
West Virginia,2020-05-14,1434,62
Colorado,2020-05-15,21207,1150
Maine,2020-05-15,3206,140
Mississippi,2020-05-15,10801,493
Connecticut,2020-05-16,36703,3339
Illinois,2020-05-16,92669,4149
Massachusetts,2020-05-16,84933,5705
Indiana,2020-05-17,28419,1751
Iowa,2020-05-17,14651,351
Maryland,2020-05-17,38920,1992
North Carolina,2020-05-17,18537,679
Tennessee,2020-05-17,17391,293
Idaho,2020-05-18,2455,74
Indiana,2020-05-18,28897,1765
Nebraska,2020-05-18,10625,132
New Mexico,2020-05-18,6096,270
Virginia,2020-05-18,31140,1014
Louisiana,2020-05-19,35161,2581
New York,2020-05-19,357757,28437
Arizona,2020-05-20,14897,747
Connecticut,2020-05-20,39017,3529
Guam,2020-05-20,4536,24
Puerto Rico,2020-05-20,2866,125
West Virginia,2020-05-20,1567,69
Florida,2020-05-21,48667,2143
Nevada,2020-05-21,7402,381
Pennsylvania,2020-05-21,69252,4887
Minnesota,2020-05-22,19014,851
South Dakota,2020-05-22,4356,50
California,2020-05-23,92815,3768
Minnesota,2020-05-23,19854,861
Nebraska,2020-05-23,11989,150
South Carolina,2020-05-23,9895,425
Vermont,2020-05-23,954,54
Washington,2020-05-23,20740,1062
Maine,2020-05-24,2055,78
Michigan,2020-05-24,54616,5228
Puerto Rico,2020-05-24,3189,127
Arizona,2020-05-25,16561,806
North Dakota,2020-05-25,2457,54
Pennsylvania,2020-05-25,72356,5159
Puerto Rico,2020-05-25,3260,129
Pennsylvania,2020-05-26,72873,5175
Wyoming,2020-05-26,850,13
Alabama,2020-05-27,16032,583
Colorado,2020-05-27,24775,1393
District of Columbia,2020-05-27,8406,445
Florida,2020-05-27,52626,2318
South Carolina,2020-05-27,10623,466
Alaska,2020-05-28,430,8
Colorado,2020-05-28,25116,1422
Connecticut,2020-05-28,41559,3826
Idaho,2020-05-29,2804,82
Kansas,2020-05-29,9826,209
Michigan,2020-05-29,56589,5406
Rhode Island,2020-05-29,14635,693
Delaware,2020-05-30,9422,361
South Dakota,2020-05-30,4960,62
Alaska,2020-05-31,469,8
Mississippi,2020-05-31,15501,734
New Jersey,2020-05-31,160445,11698
Rhode Island,2020-05-31,14928,718
Oklahoma,2020-06-01,6573,334
Texas,2020-06-01,66081,1695
Idaho,2020-06-02,2935,83
New Hampshire,2020-06-02,4749,256
Rhode Island,2020-06-02,15112,732
Virginia,2020-06-02,46239,1407
Rhode Island,2020-06-03,15219,742
West Virginia,2020-06-03,2077,78
Idaho,2020-06-04,3054,83
Arkansas,2020-06-05,8651,152
District of Columbia,2020-06-05,9199,479
New Hampshire,2020-06-05,4953,278
North Dakota,2020-06-05,2748,74
Arkansas,2020-06-07,9426,154
Puerto Rico,2020-06-07,4985,142
Kentucky,2020-06-09,11891,494
Missouri,2020-06-09,15396,854
South Dakota,2020-06-09,5523,68
California,2020-06-10,140139,4869
Iowa,2020-06-10,22733,638
New Jersey,2020-06-11,165816,12443
South Carolina,2020-06-12,17170,593
Georgia,2020-06-13,54178,2411
Kentucky,2020-06-13,12605,527
New Mexico,2020-06-13,9621,431
New York,2020-06-13,387402,30565
Alabama,2020-06-14,25615,773
Indiana,2020-06-14,40901,2422
New York,2020-06-14,388096,30605
Washington,2020-06-14,27135,1220
Hawaii,2020-06-15,724,17
Minnesota,2020-06-15,30724,1335
Illinois,2020-06-16,134866,6608
Delaware,2020-06-17,10444,426
Louisiana,2020-06-17,48746,3062
Nebraska,2020-06-17,17226,239
Oklahoma,2020-06-17,8903,364
New York,2020-06-18,390536,30767
Indiana,2020-06-19,42801,2516
Michigan,2020-06-19,67300,6071
Arkansas,2020-06-20,15142,224
Missouri,2020-06-20,18155,975
California,2020-06-21,178807,5517
Delaware,2020-06-21,10775,435
Georgia,2020-06-21,61493,2603
Missouri,2020-06-21,18552,975
Nevada,2020-06-21,13236,487
Puerto Rico,2020-06-21,6525,149
South Dakota,2020-06-21,6297,81
Arkansas,2020-06-22,16083,227
Maine,2020-06-22,2971,102
Michigan,2020-06-22,68144,6101
South Dakota,2020-06-22,6326,81
California,2020-06-23,191039,5637
Florida,2020-06-23,103495,3237
Illinois,2020-06-23,139282,6925
Kentucky,2020-06-23,14323,559
Louisiana,2020-06-23,51708,3134
Nebraska,2020-06-23,18092,262
New Hampshire,2020-06-23,5571,343
New Jersey,2020-06-23,169734,12949
New York,2020-06-23,393855,30970
Florida,2020-06-24,109006,3280
Idaho,2020-06-24,4650,91
Missouri,2020-06-24,19478,1001
